case_id,split,split_ratio,rule_family,reference_proof_state,candidate_rule_id,material_type,action_type,stratification_key,row_index,fold_id,leakage_checked
CASE_0081,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R03,industrial_precursor,shipment,Rotterdam-inspired__no_violation,81,0,yes
CASE_0082,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R04,restricted_solvent,export,Rotterdam-inspired__no_violation,82,0,yes
CASE_0085,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R03,HCFC_batch,use,Montreal-inspired__confirmed_violation,85,0,yes
CASE_0087,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R05,refrigerant_stock,import,Montreal-inspired__confirmed_violation,87,0,yes
CASE_0089,train,70/15/15,Stockholm-inspired,insufficient_evidence,STO_R01,listed_POP,use,Stockholm-inspired__insufficient_evidence,89,0,yes
CASE_0090,train,70/15/15,Montreal-inspired,human_review_required,MON_R05,refrigerant_stock,import,Montreal-inspired__human_review_required,90,0,yes
CASE_0092,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R01,mercury_release,release,Minamata-inspired__confirmed_violation,92,0,yes
CASE_0093,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R04,mercury_contaminated_effluent,treatment,Minamata-inspired__confirmed_violation,93,0,yes
CASE_0095,train,70/15/15,Montreal-inspired,human_review_required,MON_R04,ODS_blend,sale,Montreal-inspired__human_review_required,95,0,yes
CASE_0096,train,70/15/15,Basel-inspired,no_violation,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__no_violation,96,0,yes
CASE_0097,train,70/15/15,Basel-inspired,human_review_required,BAS_R01,hazardous_waste,movement,Basel-inspired__human_review_required,97,0,yes
CASE_0098,train,70/15/15,Montreal-inspired,insufficient_evidence,MON_R03,HCFC_batch,use,Montreal-inspired__insufficient_evidence,98,0,yes
CASE_0099,train,70/15/15,Stockholm-inspired,confirmed_violation,STO_R04,POP_contaminated_material,treatment,Stockholm-inspired__confirmed_violation,99,0,yes
CASE_0100,train,70/15/15,Rotterdam-inspired,insufficient_evidence,ROT_R01,listed_pesticide,export,Rotterdam-inspired__insufficient_evidence,100,0,yes
CASE_0101,train,70/15/15,Montreal-inspired,probable_violation,MON_R01,controlled_ODS,import,Montreal-inspired__probable_violation,101,0,yes
CASE_0102,train,70/15/15,Rotterdam-inspired,human_review_required,ROT_R02,hazardous_chemical,cross_border_sale,Rotterdam-inspired__human_review_required,102,0,yes
CASE_0103,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R05,refrigerant_stock,import,Montreal-inspired__confirmed_violation,103,0,yes
CASE_0104,train,70/15/15,Rotterdam-inspired,probable_violation,ROT_R05,listed_formulation,cross_border_sale,Rotterdam-inspired__probable_violation,104,0,yes
CASE_0105,train,70/15/15,Minamata-inspired,human_review_required,MIN_R02,mercury_waste,waste_handling,Minamata-inspired__human_review_required,105,0,yes
CASE_0107,train,70/15/15,Stockholm-inspired,insufficient_evidence,STO_R02,PCB_stock,storage,Stockholm-inspired__insufficient_evidence,107,0,yes
CASE_0108,train,70/15/15,Basel-inspired,no_violation,BAS_R05,spent_acid,movement,Basel-inspired__no_violation,108,0,yes
CASE_0110,train,70/15/15,Rotterdam-inspired,insufficient_evidence,ROT_R02,hazardous_chemical,cross_border_sale,Rotterdam-inspired__insufficient_evidence,110,0,yes
CASE_0112,train,70/15/15,Basel-inspired,insufficient_evidence,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__insufficient_evidence,112,0,yes
CASE_0113,train,70/15/15,Rotterdam-inspired,insufficient_evidence,ROT_R04,restricted_solvent,export,Rotterdam-inspired__insufficient_evidence,113,0,yes
CASE_0114,train,70/15/15,Basel-inspired,confirmed_violation,BAS_R03,contaminated_sludge,transfer,Basel-inspired__confirmed_violation,114,0,yes
CASE_0115,train,70/15/15,Stockholm-inspired,probable_violation,STO_R04,POP_contaminated_material,treatment,Stockholm-inspired__probable_violation,115,0,yes
CASE_0117,train,70/15/15,Basel-inspired,insufficient_evidence,BAS_R05,spent_acid,movement,Basel-inspired__insufficient_evidence,117,0,yes
CASE_0118,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R05,listed_formulation,cross_border_sale,Rotterdam-inspired__no_violation,118,0,yes
CASE_0119,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R03,industrial_precursor,shipment,Rotterdam-inspired__no_violation,119,0,yes
CASE_0120,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R02,hazardous_chemical,cross_border_sale,Rotterdam-inspired__no_violation,120,0,yes
CASE_0122,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R02,CFC_stock,production,Montreal-inspired__confirmed_violation,122,0,yes
CASE_0124,train,70/15/15,Stockholm-inspired,confirmed_violation,STO_R04,POP_contaminated_material,treatment,Stockholm-inspired__confirmed_violation,124,0,yes
CASE_0125,train,70/15/15,Rotterdam-inspired,confirmed_violation,ROT_R01,listed_pesticide,export,Rotterdam-inspired__confirmed_violation,125,0,yes
CASE_0126,train,70/15/15,Basel-inspired,no_violation,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__no_violation,126,0,yes
CASE_0127,train,70/15/15,Basel-inspired,no_violation,BAS_R05,spent_acid,movement,Basel-inspired__no_violation,127,0,yes
CASE_0130,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R03,industrial_precursor,shipment,Rotterdam-inspired__no_violation,130,0,yes
CASE_0132,train,70/15/15,Rotterdam-inspired,confirmed_violation,ROT_R01,listed_pesticide,export,Rotterdam-inspired__confirmed_violation,132,0,yes
CASE_0134,train,70/15/15,Minamata-inspired,human_review_required,MIN_R04,mercury_contaminated_effluent,treatment,Minamata-inspired__human_review_required,134,0,yes
CASE_0135,train,70/15/15,Rotterdam-inspired,confirmed_violation,ROT_R03,industrial_precursor,shipment,Rotterdam-inspired__confirmed_violation,135,0,yes
CASE_0136,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R03,mercury_sludge,storage,Minamata-inspired__confirmed_violation,136,0,yes
CASE_0139,train,70/15/15,Basel-inspired,confirmed_violation,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__confirmed_violation,139,0,yes
CASE_0141,train,70/15/15,Rotterdam-inspired,probable_violation,ROT_R05,listed_formulation,cross_border_sale,Rotterdam-inspired__probable_violation,141,0,yes
CASE_0142,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R03,industrial_precursor,shipment,Rotterdam-inspired__no_violation,142,0,yes
CASE_0144,train,70/15/15,Minamata-inspired,insufficient_evidence,MIN_R01,mercury_release,release,Minamata-inspired__insufficient_evidence,144,0,yes
CASE_0145,train,70/15/15,Basel-inspired,confirmed_violation,BAS_R02,waste_solvent,export,Basel-inspired__confirmed_violation,145,0,yes
CASE_0146,train,70/15/15,Montreal-inspired,insufficient_evidence,MON_R04,ODS_blend,sale,Montreal-inspired__insufficient_evidence,146,0,yes
CASE_0147,train,70/15/15,Basel-inspired,probable_violation,BAS_R03,contaminated_sludge,transfer,Basel-inspired__probable_violation,147,0,yes
CASE_0148,train,70/15/15,Stockholm-inspired,human_review_required,STO_R01,listed_POP,use,Stockholm-inspired__human_review_required,148,0,yes
CASE_0151,train,70/15/15,Minamata-inspired,human_review_required,MIN_R05,mercury_air_emission,release,Minamata-inspired__human_review_required,151,0,yes
CASE_0152,train,70/15/15,Basel-inspired,probable_violation,BAS_R03,contaminated_sludge,transfer,Basel-inspired__probable_violation,152,0,yes
CASE_0153,train,70/15/15,Montreal-inspired,no_violation,MON_R01,controlled_ODS,import,Montreal-inspired__no_violation,153,0,yes
CASE_0155,train,70/15/15,Rotterdam-inspired,confirmed_violation,ROT_R03,industrial_precursor,shipment,Rotterdam-inspired__confirmed_violation,155,0,yes
CASE_0156,train,70/15/15,Stockholm-inspired,no_violation,STO_R04,POP_contaminated_material,treatment,Stockholm-inspired__no_violation,156,0,yes
CASE_0158,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R03,mercury_sludge,storage,Minamata-inspired__confirmed_violation,158,0,yes
CASE_0159,train,70/15/15,Montreal-inspired,insufficient_evidence,MON_R03,HCFC_batch,use,Montreal-inspired__insufficient_evidence,159,0,yes
CASE_0162,train,70/15/15,Montreal-inspired,human_review_required,MON_R04,ODS_blend,sale,Montreal-inspired__human_review_required,162,0,yes
CASE_0163,train,70/15/15,Minamata-inspired,no_violation,MIN_R04,mercury_contaminated_effluent,treatment,Minamata-inspired__no_violation,163,0,yes
CASE_0165,train,70/15/15,Basel-inspired,confirmed_violation,BAS_R05,spent_acid,movement,Basel-inspired__confirmed_violation,165,0,yes
CASE_0167,train,70/15/15,Basel-inspired,no_violation,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__no_violation,167,0,yes
CASE_0169,train,70/15/15,Stockholm-inspired,no_violation,STO_R03,obsolete_pesticide_POP,disposal,Stockholm-inspired__no_violation,169,0,yes
CASE_0170,train,70/15/15,Minamata-inspired,probable_violation,MIN_R03,mercury_sludge,storage,Minamata-inspired__probable_violation,170,0,yes
CASE_0171,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R01,listed_pesticide,export,Rotterdam-inspired__no_violation,171,0,yes
CASE_0172,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R02,CFC_stock,production,Montreal-inspired__confirmed_violation,172,0,yes
CASE_0173,train,70/15/15,Basel-inspired,confirmed_violation,BAS_R03,contaminated_sludge,transfer,Basel-inspired__confirmed_violation,173,0,yes
CASE_0174,train,70/15/15,Basel-inspired,no_violation,BAS_R02,waste_solvent,export,Basel-inspired__no_violation,174,0,yes
CASE_0175,train,70/15/15,Montreal-inspired,probable_violation,MON_R04,ODS_blend,sale,Montreal-inspired__probable_violation,175,0,yes
CASE_0177,train,70/15/15,Basel-inspired,human_review_required,BAS_R01,hazardous_waste,movement,Basel-inspired__human_review_required,177,0,yes
CASE_0179,train,70/15/15,Basel-inspired,insufficient_evidence,BAS_R03,contaminated_sludge,transfer,Basel-inspired__insufficient_evidence,179,0,yes
CASE_0180,train,70/15/15,Stockholm-inspired,human_review_required,STO_R01,listed_POP,use,Stockholm-inspired__human_review_required,180,0,yes
CASE_0181,train,70/15/15,Minamata-inspired,probable_violation,MIN_R04,mercury_contaminated_effluent,treatment,Minamata-inspired__probable_violation,181,0,yes
CASE_0182,train,70/15/15,Basel-inspired,insufficient_evidence,BAS_R01,hazardous_waste,movement,Basel-inspired__insufficient_evidence,182,0,yes
CASE_0183,train,70/15/15,Rotterdam-inspired,confirmed_violation,ROT_R02,hazardous_chemical,cross_border_sale,Rotterdam-inspired__confirmed_violation,183,0,yes
CASE_0185,train,70/15/15,Rotterdam-inspired,insufficient_evidence,ROT_R02,hazardous_chemical,cross_border_sale,Rotterdam-inspired__insufficient_evidence,185,0,yes
CASE_0186,train,70/15/15,Basel-inspired,human_review_required,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__human_review_required,186,0,yes
CASE_0187,train,70/15/15,Montreal-inspired,no_violation,MON_R05,refrigerant_stock,import,Montreal-inspired__no_violation,187,0,yes
CASE_0188,train,70/15/15,Montreal-inspired,insufficient_evidence,MON_R04,ODS_blend,sale,Montreal-inspired__insufficient_evidence,188,0,yes
CASE_0190,train,70/15/15,Rotterdam-inspired,confirmed_violation,ROT_R04,restricted_solvent,export,Rotterdam-inspired__confirmed_violation,190,0,yes
CASE_0191,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R01,mercury_release,release,Minamata-inspired__confirmed_violation,191,0,yes
CASE_0192,train,70/15/15,Basel-inspired,probable_violation,BAS_R03,contaminated_sludge,transfer,Basel-inspired__probable_violation,192,0,yes
CASE_0195,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R04,ODS_blend,sale,Montreal-inspired__confirmed_violation,195,0,yes
CASE_0196,train,70/15/15,Stockholm-inspired,probable_violation,STO_R02,PCB_stock,storage,Stockholm-inspired__probable_violation,196,0,yes
CASE_0199,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R04,mercury_contaminated_effluent,treatment,Minamata-inspired__confirmed_violation,199,0,yes
CASE_0200,train,70/15/15,Stockholm-inspired,no_violation,STO_R02,PCB_stock,storage,Stockholm-inspired__no_violation,200,0,yes
CASE_0201,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R04,ODS_blend,sale,Montreal-inspired__confirmed_violation,201,0,yes
CASE_0203,train,70/15/15,Minamata-inspired,insufficient_evidence,MIN_R04,mercury_contaminated_effluent,treatment,Minamata-inspired__insufficient_evidence,203,0,yes
CASE_0204,train,70/15/15,Minamata-inspired,no_violation,MIN_R05,mercury_air_emission,release,Minamata-inspired__no_violation,204,0,yes
CASE_0205,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R03,HCFC_batch,use,Montreal-inspired__confirmed_violation,205,0,yes
CASE_0206,train,70/15/15,Minamata-inspired,no_violation,MIN_R04,mercury_contaminated_effluent,treatment,Minamata-inspired__no_violation,206,0,yes
CASE_0207,train,70/15/15,Rotterdam-inspired,human_review_required,ROT_R01,listed_pesticide,export,Rotterdam-inspired__human_review_required,207,0,yes
CASE_0209,train,70/15/15,Rotterdam-inspired,insufficient_evidence,ROT_R05,listed_formulation,cross_border_sale,Rotterdam-inspired__insufficient_evidence,209,0,yes
CASE_0212,train,70/15/15,Stockholm-inspired,confirmed_violation,STO_R01,listed_POP,use,Stockholm-inspired__confirmed_violation,212,0,yes
CASE_0214,train,70/15/15,Basel-inspired,probable_violation,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__probable_violation,214,0,yes
CASE_0215,train,70/15/15,Minamata-inspired,probable_violation,MIN_R05,mercury_air_emission,release,Minamata-inspired__probable_violation,215,0,yes
CASE_0216,train,70/15/15,Minamata-inspired,human_review_required,MIN_R02,mercury_waste,waste_handling,Minamata-inspired__human_review_required,216,0,yes
CASE_0217,train,70/15/15,Stockholm-inspired,probable_violation,STO_R03,obsolete_pesticide_POP,disposal,Stockholm-inspired__probable_violation,217,0,yes
CASE_0219,train,70/15/15,Stockholm-inspired,human_review_required,STO_R05,restricted_flame_retardant,use,Stockholm-inspired__human_review_required,219,0,yes
CASE_0220,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R05,mercury_air_emission,release,Minamata-inspired__confirmed_violation,220,0,yes
CASE_0221,train,70/15/15,Montreal-inspired,probable_violation,MON_R05,refrigerant_stock,import,Montreal-inspired__probable_violation,221,0,yes
CASE_0222,train,70/15/15,Basel-inspired,insufficient_evidence,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__insufficient_evidence,222,0,yes
CASE_0225,train,70/15/15,Rotterdam-inspired,confirmed_violation,ROT_R04,restricted_solvent,export,Rotterdam-inspired__confirmed_violation,225,0,yes
CASE_0226,train,70/15/15,Rotterdam-inspired,confirmed_violation,ROT_R04,restricted_solvent,export,Rotterdam-inspired__confirmed_violation,226,0,yes
CASE_0227,train,70/15/15,Rotterdam-inspired,probable_violation,ROT_R04,restricted_solvent,export,Rotterdam-inspired__probable_violation,227,0,yes
CASE_0228,train,70/15/15,Montreal-inspired,insufficient_evidence,MON_R05,refrigerant_stock,import,Montreal-inspired__insufficient_evidence,228,0,yes
CASE_0229,train,70/15/15,Minamata-inspired,probable_violation,MIN_R01,mercury_release,release,Minamata-inspired__probable_violation,229,0,yes
CASE_0230,train,70/15/15,Basel-inspired,probable_violation,BAS_R03,contaminated_sludge,transfer,Basel-inspired__probable_violation,230,0,yes
CASE_0232,train,70/15/15,Basel-inspired,probable_violation,BAS_R01,hazardous_waste,movement,Basel-inspired__probable_violation,232,0,yes
CASE_0233,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R04,restricted_solvent,export,Rotterdam-inspired__no_violation,233,0,yes
CASE_0235,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R05,listed_formulation,cross_border_sale,Rotterdam-inspired__no_violation,235,0,yes
CASE_0236,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R03,mercury_sludge,storage,Minamata-inspired__confirmed_violation,236,0,yes
CASE_0237,train,70/15/15,Rotterdam-inspired,insufficient_evidence,ROT_R04,restricted_solvent,export,Rotterdam-inspired__insufficient_evidence,237,0,yes
CASE_0238,train,70/15/15,Montreal-inspired,insufficient_evidence,MON_R05,refrigerant_stock,import,Montreal-inspired__insufficient_evidence,238,0,yes
CASE_0239,train,70/15/15,Basel-inspired,no_violation,BAS_R05,spent_acid,movement,Basel-inspired__no_violation,239,0,yes
CASE_0240,train,70/15/15,Montreal-inspired,insufficient_evidence,MON_R05,refrigerant_stock,import,Montreal-inspired__insufficient_evidence,240,0,yes
CASE_0241,train,70/15/15,Montreal-inspired,confirmed_violation,MON_R02,CFC_stock,production,Montreal-inspired__confirmed_violation,241,0,yes
CASE_0243,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R04,mercury_contaminated_effluent,treatment,Minamata-inspired__confirmed_violation,243,0,yes
CASE_0244,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R03,mercury_sludge,storage,Minamata-inspired__confirmed_violation,244,0,yes
CASE_0245,train,70/15/15,Stockholm-inspired,probable_violation,STO_R01,listed_POP,use,Stockholm-inspired__probable_violation,245,0,yes
CASE_0247,train,70/15/15,Rotterdam-inspired,human_review_required,ROT_R01,listed_pesticide,export,Rotterdam-inspired__human_review_required,247,0,yes
CASE_0249,train,70/15/15,Minamata-inspired,insufficient_evidence,MIN_R01,mercury_release,release,Minamata-inspired__insufficient_evidence,249,0,yes
CASE_0251,train,70/15/15,Basel-inspired,no_violation,BAS_R05,spent_acid,movement,Basel-inspired__no_violation,251,0,yes
CASE_0252,train,70/15/15,Rotterdam-inspired,probable_violation,ROT_R02,hazardous_chemical,cross_border_sale,Rotterdam-inspired__probable_violation,252,0,yes
CASE_0253,train,70/15/15,Montreal-inspired,probable_violation,MON_R01,controlled_ODS,import,Montreal-inspired__probable_violation,253,0,yes
CASE_0254,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R01,mercury_release,release,Minamata-inspired__confirmed_violation,254,0,yes
CASE_0256,train,70/15/15,Basel-inspired,no_violation,BAS_R02,waste_solvent,export,Basel-inspired__no_violation,256,0,yes
CASE_0257,train,70/15/15,Montreal-inspired,insufficient_evidence,MON_R01,controlled_ODS,import,Montreal-inspired__insufficient_evidence,257,0,yes
CASE_0258,train,70/15/15,Minamata-inspired,probable_violation,MIN_R01,mercury_release,release,Minamata-inspired__probable_violation,258,0,yes
CASE_0259,train,70/15/15,Stockholm-inspired,no_violation,STO_R03,obsolete_pesticide_POP,disposal,Stockholm-inspired__no_violation,259,0,yes
CASE_0260,train,70/15/15,Basel-inspired,insufficient_evidence,BAS_R04,e_waste_residue,disposal_transfer,Basel-inspired__insufficient_evidence,260,0,yes
CASE_0262,train,70/15/15,Rotterdam-inspired,no_violation,ROT_R04,restricted_solvent,export,Rotterdam-inspired__no_violation,262,0,yes
CASE_0263,train,70/15/15,Montreal-inspired,no_violation,MON_R05,refrigerant_stock,import,Montreal-inspired__no_violation,263,0,yes
CASE_0266,train,70/15/15,Stockholm-inspired,insufficient_evidence,STO_R03,obsolete_pesticide_POP,disposal,Stockholm-inspired__insufficient_evidence,266,0,yes
CASE_0268,train,70/15/15,Minamata-inspired,insufficient_evidence,MIN_R02,mercury_waste,waste_handling,Minamata-inspired__insufficient_evidence,268,0,yes
CASE_0273,train,70/15/15,Montreal-inspired,probable_violation,MON_R02,CFC_stock,production,Montreal-inspired__probable_violation,273,0,yes
CASE_0274,train,70/15/15,Basel-inspired,human_review_required,BAS_R03,contaminated_sludge,transfer,Basel-inspired__human_review_required,274,0,yes
CASE_0275,train,70/15/15,Minamata-inspired,confirmed_violation,MIN_R02,mercury_waste,waste_handling,Minamata-inspired__confirmed_violation,275,0,yes
